Max,Min,Mean
0.768875901504,0.0,0.360684086999
1.1238126876,0.0,0.710368603758
2.82593179642,0.0,0.921948347366
4.78911556605,0.0,0.932525468865
4.1216223171,0.0,0.977084627175
4.71341401031,0.0,0.952282621689
3.98773188247,0.0,0.962733104676
4.6549477284,0.0,0.927994584242
3.39952684561,0.0,0.959158262207
4.94324353472,0.0,0.93713648873
3.49974366562,0.0,0.945293102398
4.12015519347,0.0,0.926808522327
3.08314631946,0.0,0.938030743188
3.95986249937,0.0,0.933423945079
3.48700076679,0.0,0.915792336053
3.58172471697,0.0,0.911496207124
3.70014623685,0.0,0.912476484136
3.34336468267,0.0,0.91808638159
3.49613322138,0.0,0.924421440134
3.27101125301,0.0,0.922000622099
2.9692101323,0.0,0.925366039147
2.98493221063,0.0,0.914494613704
3.14618224607,0.0,0.893374380778
3.06919248038,0.0,0.914417122279
3.36763674574,0.0,0.903534041617
2.83711510364,0.0,0.90895684431
3.11237938479,0.0,0.900974084108
3.14298896767,0.0,0.916745505163
3.27169061538,0.0,0.904594789639
2.93767585732,0.0,0.912035048094
3.26815275329,0.0,0.923396853082
2.96571099281,0.0,0.903861398388
2.93896676398,0.0,0.893448341025
2.88867515205,0.0,0.905617610946
3.07283298687,0.0,0.915205833593
2.83301531705,0.0,0.893955484
3.35487713358,0.0,0.914586768276
2.96511096466,0.0,0.915576608998
3.15841433116,0.0,0.902361541079
2.92967408193,0.0,0.90222762858
3.22303320621,0.0,0.907792499159
3.15252579368,0.0,0.91635372397
3.46917511773,0.0,0.886246153065
2.86977185179,0.0,0.912051177259
3.47680093006,0.0,0.914617568342
2.6170880664,0.0,0.900036959591
3.0235603122,0.0,0.915196369842
3.21953782961,0.0,0.902264554491
3.27691859592,0.0,0.901599973937
3.11031139022,0.0,0.909524297056
3.19240978795,0.0,0.919288775675
3.19765661791,0.0,0.90438593877
2.81213082122,0.0,0.911906222529
3.16947352317,0.0,0.902589858212
2.77724380029,0.0,0.891497438763
2.85413639498,0.0,0.906449250955
2.88251519452,0.0,0.915009489359
2.83144873896,0.0,0.924810076057
3.07544076273,0.0,0.911399809023
2.87728704998,0.0,0.907991312602
2.96989140598,0.0,0.917849421499
2.96001347026,0.0,0.899684835942
2.76271367578,0.0,0.904285899182
3.57167963263,0.0,0.921861589946
2.8968785491,0.0,0.920346781613
3.3682730065,0.0,0.91140266727
3.3218665247,0.0,0.923752140668
3.24550579445,0.0,0.907297540938
2.6800416517,0.0,0.896519071119
2.85588551537,0.0,0.908100103989
3.04572839435,0.0,0.897367570531
3.35199374715,0.0,0.921161661074
3.09601714125,0.0,0.903632843591
2.80421625943,0.0,0.89737378763
2.97932927702,0.0,0.899253047063
3.1098896796,0.0,0.899525588606
3.0868424703,0.0,0.908794117229
2.90130744898,0.0,0.923191479298
3.40354814786,0.0,0.905915141517
3.13407733916,0.0,0.904889962923
2.86014091484,0.0,0.911814521747
2.94249418627,0.0,0.918441749126
3.13137241936,0.0,0.918655538539
3.54917746572,0.0,0.922313195419
2.97998498187,0.0,0.921947052858
2.71570715902,0.0,0.92194030487
3.08266003743,0.0,0.890285745099
3.09147629498,0.0,0.904432920515
2.82854489304,0.0,0.906773008262
2.91375524471,0.0,0.904958124538
2.98822910985,0.0,0.911498880026
3.00675362407,0.0,0.91062602867
3.06215752276,0.0,0.900351454083
2.84655702377,0.0,0.913120822669
3.12480365145,0.0,0.905151661231
2.87290294879,0.0,0.906196052482
