Average
1508.98106724
1245.40849043
1052.04713298
859.481206665
654.336457979
486.271266929
389.745337282
256.461023754
211.278756688
160.923580323
137.114078571
108.151243697
86.7524085522
73.0431643602
64.3619729384
60.3959302481
53.6101606297
51.6992487459
45.5079150077
43.6595024565
39.2704545155
37.0569713962
35.2581153168
31.9771999852
30.4424429924
29.7722945525
29.0655903387
27.669110522
25.3972719438
24.9838947084
23.4750750808
23.1468314867
22.6543600513
21.6770843712
21.6641723595
21.4192924482
21.36108123
20.1971598577
19.245558687
18.7883995965
18.6496335915
17.5743514203
17.5384631805
16.6584341037
16.6584341037
16.3956421119
16.171548929
16.171548929
15.8978368182
15.6086247349
15.6086247349
15.5757442369
14.9655552365
14.745043952
14.6562297564
14.5822049708
14.5763896597
13.2578745973
12.9373603061
12.627924308
12.2700322554
12.2700322554
12.2320625152
12.2320625152
12.1451051991
11.9760090269
11.9760090269
11.9760090269
11.7866387288
11.7866387288
11.5836606278
11.5836606278
11.5836606278
11.2420982466
11.2420982466
11.1407888112
11.1407888112
11.1407888112
11.0127164616
11.0127164616
10.9976006559
10.9976006559
10.4318163648
10.3626611
10.3626611
10.1996009155
10.078310372
10.078310372
9.80940239243
9.80940239243
9.80940239243
9.80940239243
9.80940239243
9.39536358078
9.39536358078
9.39536358078
9.39536358078
9.12227532279
8.919888887
8.919888887
8.919888887
8.90255059173
8.88155205244
8.88155205244
8.88155205244
8.88155205244
8.88155205244
8.88155205244
8.88155205244
8.88155205244
8.88155205244
8.72458642716
8.72458642716
8.72458642716
8.72458642716
8.72458642716
8.72458642716
8.72458642716
8.72458642716
8.72458642716
8.63207217921
8.48963666645
8.48963666645
8.44993566731
8.44993566731
8.44993566731
8.44993566731
8.44993566731
8.44654542958
8.44654542958
8.44654542958
8.44654542958
8.44654542958
8.41905504469
8.07382892509
8.07382892509
8.07382892509
8.07382892509
7.80639990514
7.80639990514
7.45568996392
7.45568996392
7.45568996392
7.45568996392
7.44742853626
7.44742853626
7.44742853626
7.39859314537
7.36480405935
7.36480405935
7.36480405935
7.30860590009
7.30860590009
7.30860590009
7.30860590009
7.30860590009
7.29293690738
7.29293690738
7.29293690738
7.29293690738
7.27586817128
7.27586817128
7.27586817128
7.27586817128
7.27586817128
7.27586817128
7.27586817128
