Max,Min,Mean
1.27944557475,0.0,0.685841682285
1.79126503187,0.0,0.791520484578
3.61659739601,0.0,2.61662538503
4.51785526952,0.0,3.51785532241
5.01157858872,0.0,4.01157862852
4.76164858387,0.0,3.76164861989
4.82354464037,0.0,3.82354468641
4.99119803666,0.0,3.99119809677
5.60043347877,0.0,4.60043354848
6.08094507665,0.0,5.08094518231
6.22371179829,0.0,5.22371185315
5.84026613512,0.0,4.84026612321
5.82256041301,0.0,4.82256039697
5.74038083375,0.0,4.74038080735
6.3843954692,0.0,5.38439542878
6.23922841639,0.0,5.23922836487
6.61060279418,0.0,5.6106027057
6.63241114503,0.0,5.63241104016
7.97793025295,0.0,6.97793010808
8.1031749765,0.0,7.10317478092
9.43772565286,0.0,8.43772535885
8.68283426704,0.0,7.68283387083
8.78032921274,0.0,7.78032859972
8.37769208669,0.0,7.37769128002
7.69649764897,0.0,6.69649655457
8.33134617674,0.0,7.33134297766
8.63428676718,0.0,7.63428231058
9.61428550376,0.0,8.61427902344
9.25483726229,0.0,8.25482797969
11.2002947995,0.0,10.2002800784
10.8012058777,0.0,9.80118812373
10.0671962285,0.0,9.06717334964
12.2244380159,0.0,11.2244027186
12.0214679323,0.0,11.0214197204
13.3428898599,0.0,12.3428083659
17.3597800621,0.0,16.3596486161
17.441838651,0.0,16.441646165
19.9121864473,0.0,18.9119241031
19.1206271146,0.0,18.1202949398
19.7972936241,0.0,18.7967891581
17.6073050205,0.0,16.6066589311
22.7038870989,0.0,21.7025657819
23.5542363941,0.0,22.5520100915
24.6561103943,0.0,23.6528249302
29.2942504898,0.0,28.2892433587
28.460068764,0.0,27.450977528
22.0909824174,0.0,21.0776810601
26.1656704382,0.0,25.1484360167
27.7649828647,0.0,26.7384238565
20.3605821858,0.0,19.3205221662
16.4554585843,0.0,15.3976384557
17.3752853923,0.0,16.2997644135
10.949573634,0.0,9.85067008488
11.2518211991,0.0,10.1174379124
10.8175425299,0.0,9.64090142043
6.91908925145,0.0,5.67495387333
5.67406172816,0.0,4.37564640358
5.4688992356,0.0,3.98525186388
6.13720669783,0.0,4.37681161496
6.61235929042,0.0,4.48322965046
7.43954267397,0.0,4.70254394216
9.44917896608,0.0,5.55529079218
12.1825524812,0.0,6.53596322587
33.0430368276,0.0,16.1601965237
33.8271061846,-34.9992183864,2.99052844692
47.5294777793,-92.7439869672,-20.4005871675
6.99574435222,-117.565722841,-52.9069974749
16.1344772962,-117.565722841,-48.8493320208
19.9311405223,-117.565722841,-47.3202796533
50.3755565384,-117.565722841,-34.6850394811
28.969277081,-132.998913824,-48.7711501496
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
0.0,-169.503200467,-78.7081074753
