Average
76.6858026317
74.7356442326
66.1958340314
35.0314783541
9.09704451583
1.63392835254
1.10595185606
0.654994726964
0.560912047298
0.49914059916
0.405006325533
0.279060054628
0.190543232346
0.102917694881
0.0740942367444
0.0419601932763
0.0245824152524
0.0181563756101
0.0116335394189
0.00741288747647
0.00509451095526
0.00280070989514
0.00211821008544
0.00174347927881
0.00100427163418
0.000709421607112
0.000351374538445
0.00021664213375
0.000145045791403
0.000103630687053
9.97422196936e-05
4.80995832127e-05
3.34520567423e-05
2.00095922232e-05
8.26300481519e-06
6.722875216e-06
6.18545350167e-06
4.15577616715e-06
2.29309210857e-06
1.44634366816e-06
9.66371753583e-07
9.25635902216e-07
5.25316384117e-07
3.38188123483e-07
1.55935268359e-07
1.03577821764e-07
8.93350346256e-08
5.31878618534e-08
4.10777334844e-08
2.95226941414e-08
1.85156771911e-08
1.16851566026e-08
4.19634870814e-09
3.68284358314e-09
2.81438169959e-09
1.6112835963e-09
1.11972157654e-09
7.56417638879e-10
6.13378876501e-10
4.61908572308e-10
2.33391925865e-10
1.33509596361e-10
7.83180098952e-11
5.20013540713e-11
4.23523064895e-11
2.96339674587e-11
1.57291232888e-11
1.26046081709e-11
8.75823232705e-12
3.78425606716e-12
3.0415914807e-12
2.16043656034e-12
1.26750188498e-12
8.29117754409e-13
4.67058712899e-13
3.46350764263e-13
2.0758433922e-13
1.64010842132e-13
1.04932851693e-13
7.38628023012e-14
3.70896823186e-14
2.5962407479e-14
1.50458898613e-14
1.12570713898e-14
8.4824459515e-15
5.77691066797e-15
2.71122116927e-15
1.8756884842e-15
1.36319597352e-15
8.24936937909e-16
4.55944421963e-16
3.22225703035e-16
1.50744281473e-16
1.10796893443e-16
5.15109447898e-17
3.47823337525e-17
2.95550623764e-17
2.82137884579e-17
1.70304989308e-17
1.3267068934e-17
8.23182230381e-18
5.94111107229e-18
3.00371567987e-18
2.44317961007e-18
1.90056384758e-18
1.42875954871e-18
4.87200806286e-19
3.72650039751e-19
3.2583226168e-19
2.25469061014e-19
1.16380243672e-19
6.51672819555e-20
4.5018587928e-20
3.48611745736e-20
1.78468130155e-20
1.36262744106e-20
9.34822199902e-21
6.33110881461e-21
2.39200032026e-21
2.03381426764e-21
1.28281549479e-21
9.86703834097e-22
8.63660226196e-22
6.00598127675e-22
2.27089532142e-22
1.86067512401e-22
1.28622581348e-22
1.00358372079e-22
5.66674261475e-23
4.39636234033e-23
2.70746273788e-23
1.46706294237e-23
9.64352197829e-24
4.99301782638e-24
3.65848461636e-24
3.54215816977e-24
2.75707712396e-24
1.32411148668e-24
8.41920883461e-25
5.14785556796e-25
4.11879382324e-25
1.79038008795e-25
1.59986222185e-25
8.54861299404e-26
4.50237987378e-26
3.23495911238e-26
2.25399719538e-26
1.90086796297e-26
1.52974430255e-26
5.66116095983e-27
3.46774394159e-27
2.53084917161e-27
1.95184257521e-27
1.21552176863e-27
7.14038555835e-28
4.46348855362e-28
3.08817110188e-28
2.95802494358e-28
1.53055702891e-28
9.9410099863e-29
6.73880919946e-29
3.40774882486e-29
2.53106413785e-29
1.71486370563e-29
1.38903824187e-29
7.74149977423e-30
5.38364710566e-30
2.78584687853e-30
1.95013738398e-30
1.11209770919e-30
6.39209409874e-31
6.1722698959e-31
3.81865585983e-31
2.61171242224e-31
1.72260537331e-31
1.22204969764e-31
8.07666222985e-32
5.21277734219e-32
3.083839692e-32
2.21231994796e-32
1.16703520249e-32
6.36556993307e-33
4.88953715135e-33
3.26118968465e-33
2.9930611884e-33
1.32933824565e-33
8.51728657425e-34
6.30294873399e-34
4.52289118721e-34
3.34151581696e-34
1.8333276525e-34
1.09430401975e-34
7.66028215795e-35
4.93429861175e-35
2.98803400947e-35
1.95529428543e-35
1.16392630424e-35
8.82898614637e-36
5.00625845857e-36
3.5824098528e-36
3.05260760826e-36
1.91042070876e-36
1.21569073595e-36
8.28147664696e-37
